index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
0, 2023/11/22 21:24:43.955, 45.09 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:44.958, 44.79 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:45.961, 45.77 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:46.964, 46.36 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:47.972, 45.67 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:48.975, 45.08 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:49.978, 46.25 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:50.981, 46.16 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:51.984, 45.19 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:52.987, 44.98 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:53.989, 46.36 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:54.992, 45.68 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:55.995, 46.25 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:56.998, 45.68 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:58.001, 45.29 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:24:59.004, 45.68 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:00.007, 44.60 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:01.010, 44.80 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:02.010, 44.98 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:03.013, 44.80 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:04.014, 45.38 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:05.017, 45.38 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:06.020, 41.78 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:07.021, 45.87 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:08.024, 44.99 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:09.025, 42.08 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:10.026, 45.47 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:11.029, 45.97 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:12.031, 45.58 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:13.034, 45.48 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:14.037, 45.57 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:15.040, 45.08 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:16.044, 44.98 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:17.047, 45.87 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:18.050, 45.77 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:19.055, 45.97 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:20.058, 45.27 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:21.061, 45.49 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:22.064, 46.75 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:23.067, 46.16 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:24.072, 46.93 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:25.075, 47.32 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:26.078, 45.68 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:27.081, 45.77 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:28.084, 45.18 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:29.087, 45.29 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:30.093, 45.38 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:31.096, 44.98 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:32.099, 46.06 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:33.102, 47.23 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:34.105, 45.19 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:35.108, 45.38 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:36.111, 45.47 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:37.117, 45.09 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:38.120, 46.16 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:39.122, 46.06 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:40.125, 45.68 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:41.128, 45.77 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:42.131, 45.58 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:43.134, 44.70 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:44.135, 45.87 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:45.138, 45.28 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:46.141, 45.38 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:47.144, 46.46 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:48.147, 47.24 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:49.150, 45.87 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:50.154, 46.75 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:51.158, 45.19 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:52.159, 45.67 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:53.162, 44.90 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:54.165, 46.65 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:55.168, 45.68 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:56.171, 45.18 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:57.174, 45.08 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:58.180, 45.09 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:25:59.183, 45.77 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:00.186, 45.20 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:01.189, 45.38 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:02.191, 45.19 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:03.195, 46.26 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:04.198, 44.79 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:05.201, 45.08 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:06.204, 46.16 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:07.207, 46.36 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:08.210, 46.07 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:09.213, 45.68 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:10.216, 45.77 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:11.218, 45.57 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:12.221, 46.35 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:13.224, 44.98 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:14.227, 45.09 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:15.228, 44.61 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:16.229, 45.48 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:17.232, 46.26 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:18.235, 44.80 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:19.236, 45.27 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:20.239, 45.97 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:21.242, 45.48 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:22.245, 45.18 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:23.248, 45.48 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:24.253, 46.26 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:25.256, 41.69 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:26.259, 45.97 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:27.262, 45.18 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:28.265, 45.58 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:29.268, 44.61 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:30.272, 46.46 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:31.275, 45.87 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:32.278, 44.90 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:33.280, 44.98 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:34.283, 44.88 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:35.289, 45.57 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:36.292, 45.47 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:37.298, 45.09 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:38.299, 45.29 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:39.302, 46.06 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:40.305, 44.98 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:41.308, 43.73 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:42.309, 45.76 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:43.311, 45.58 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:44.314, 46.46 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:45.317, 45.48 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:46.320, 48.10 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:47.323, 45.29 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:48.326, 46.46 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:49.329, 45.77 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:50.332, 45.38 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:51.335, 45.97 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:52.338, 42.18 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:53.339, 46.16 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:54.342, 45.29 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:55.344, 45.77 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:56.347, 45.09 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:57.350, 45.29 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:58.353, 45.19 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:26:59.357, 45.38 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:00.360, 45.77 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:01.365, 45.08 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:02.368, 44.99 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:03.371, 45.09 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:04.374, 44.79 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:05.377, 46.16 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:06.380, 44.69 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:07.383, 44.99 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:08.386, 45.37 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:09.389, 46.36 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:10.392, 45.09 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:11.395, 45.09 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:12.397, 46.36 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:13.400, 44.80 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:14.401, 45.08 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:15.404, 46.26 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:16.407, 45.68 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:17.410, 44.49 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:18.413, 45.58 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:19.416, 45.48 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:20.419, 44.98 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:21.422, 45.09 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:22.428, 45.87 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:23.431, 45.58 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:24.435, 45.38 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:25.439, 44.88 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:26.442, 44.80 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:27.444, 44.40 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:28.447, 46.06 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:29.450, 47.33 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:30.453, 45.68 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:31.456, 45.37 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:32.459, 45.68 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:33.462, 45.48 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:34.465, 44.40 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:35.466, 46.16 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:36.469, 45.97 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:37.471, 45.18 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:38.474, 45.08 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:39.482, 45.68 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:40.485, 46.46 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:41.488, 46.16 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:42.491, 47.61 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:43.494, 45.77 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:44.497, 45.29 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:45.500, 45.57 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:46.503, 45.68 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:47.506, 45.38 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:48.509, 45.58 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:49.512, 45.38 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:50.515, 46.46 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:51.518, 41.20 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:52.519, 45.48 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:53.522, 45.08 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:54.525, 45.97 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:55.528, 45.27 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:56.534, 46.35 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:57.537, 45.69 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:58.540, 47.04 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:27:59.543, 46.75 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:28:00.546, 45.19 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:28:01.549, 45.96 W, 1245 MHz, 1107 MHz, 1245 MHz
