index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
0, 2023/11/22 21:13:28.797, 43.83 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 21:13:29.800, 43.83 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 21:13:30.804, 43.93 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 21:13:31.807, 43.83 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 21:13:32.810, 43.83 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 21:13:33.815, 43.83 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 21:13:34.818, 43.92 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 21:13:35.821, 43.83 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 21:13:36.824, 52.86 W, 1597 MHz, 1107 MHz, 1597 MHz
0, 2023/11/22 21:13:37.828, 52.30 W, 1597 MHz, 1107 MHz, 1597 MHz
0, 2023/11/22 21:13:38.831, 52.30 W, 1597 MHz, 1107 MHz, 1597 MHz
0, 2023/11/22 21:13:39.834, 52.86 W, 1597 MHz, 1107 MHz, 1597 MHz
0, 2023/11/22 21:13:40.837, 52.76 W, 1597 MHz, 1107 MHz, 1597 MHz
0, 2023/11/22 21:13:41.840, 52.86 W, 1597 MHz, 1107 MHz, 1597 MHz
0, 2023/11/22 21:13:42.843, 52.97 W, 1597 MHz, 1107 MHz, 1597 MHz
0, 2023/11/22 21:13:43.846, 52.98 W, 1597 MHz, 1107 MHz, 1597 MHz
0, 2023/11/22 21:13:44.849, 53.05 W, 1597 MHz, 1107 MHz, 1597 MHz
0, 2023/11/22 21:13:45.852, 52.96 W, 1597 MHz, 1107 MHz, 1597 MHz
0, 2023/11/22 21:13:46.855, 53.05 W, 1597 MHz, 1107 MHz, 1597 MHz
0, 2023/11/22 21:13:47.858, 52.87 W, 1597 MHz, 1107 MHz, 1597 MHz
0, 2023/11/22 21:13:48.861, 36.25 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:13:49.864, 36.24 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:13:50.867, 36.17 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:13:51.870, 36.17 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:13:52.873, 36.15 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:13:53.876, 36.17 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:13:54.879, 36.17 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:13:55.882, 36.16 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:13:56.885, 36.37 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:13:57.889, 36.26 W, 1245 MHz, 1107 MHz, 1245 MHz
