index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
0, 2023/11/22 21:18:29.787, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:30.790, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:31.795, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:32.799, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:33.804, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:34.807, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:35.811, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:36.815, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:37.818, 24.45 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:38.821, 24.25 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:39.825, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:40.829, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:41.834, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:42.837, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:43.844, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:44.851, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:45.859, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:46.867, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:47.877, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:48.884, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:49.888, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:50.894, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:51.899, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:52.904, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:53.907, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:54.923, 24.37 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:55.926, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:56.930, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:57.933, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:58.936, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:18:59.940, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:00.945, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:01.960, 24.37 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:02.965, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:03.969, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:04.971, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:05.975, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:06.978, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:07.982, 24.45 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:08.999, 24.64 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:10.003, 24.25 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:11.006, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:12.010, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:13.013, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:14.017, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:15.021, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:16.025, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:17.028, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:18.032, 24.45 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:19.036, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:20.039, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:21.043, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:22.048, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:23.053, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:24.056, 24.45 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:25.059, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:26.063, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:27.066, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:28.070, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:29.075, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:30.079, 24.25 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:31.082, 24.45 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:32.085, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:33.089, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:34.093, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:35.097, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:36.101, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:37.105, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:38.108, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:39.114, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:40.118, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:41.122, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:42.126, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:43.129, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:44.132, 24.45 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:45.138, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:46.143, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:47.147, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:48.150, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:49.153, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:50.159, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:51.167, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:52.175, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:53.184, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:54.190, 24.45 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:55.199, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:56.206, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:57.214, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:58.217, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:19:59.219, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:00.224, 24.45 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:01.227, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:02.231, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:03.234, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:04.235, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:05.239, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:06.257, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:07.261, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:08.263, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:09.266, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:10.270, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:11.288, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
