index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
0, 2023/11/22 21:08:06.506, 24.38 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:08:07.522, 24.38 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:08:08.527, 24.38 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:08:09.530, 24.37 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:08:10.534, 24.38 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:08:11.538, 24.38 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:08:12.541, 24.37 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:08:13.545, 24.38 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:08:14.548, 48.58 W, 1545 MHz, 1107 MHz, 1545 MHz
0, 2023/11/22 21:08:15.552, 48.23 W, 1545 MHz, 1107 MHz, 1545 MHz
0, 2023/11/22 21:08:16.555, 48.31 W, 1545 MHz, 1107 MHz, 1545 MHz
0, 2023/11/22 21:08:17.558, 35.67 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:18.559, 35.57 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:19.561, 35.57 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:20.562, 35.58 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:21.564, 35.47 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:22.567, 35.57 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:23.571, 35.58 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:24.575, 35.58 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:25.579, 35.57 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:26.583, 35.57 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:27.587, 35.57 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:28.591, 35.67 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:29.593, 35.56 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:30.597, 35.67 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:31.601, 35.58 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:32.606, 35.67 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:33.612, 35.58 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:34.616, 35.47 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:35.619, 35.57 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:36.622, 35.55 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 21:08:37.624, 40.25 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 21:08:38.628, 40.15 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 21:08:39.632, 40.23 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 21:08:40.633, 40.33 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 21:08:41.640, 40.23 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 21:08:42.642, 40.23 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 21:08:43.647, 40.23 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 21:08:44.648, 40.33 W, 1372 MHz, 1107 MHz, 1372 MHz
