index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
0, 2023/11/22 19:28:03.314, 82.61 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:04.317, 79.39 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:05.320, 89.43 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:06.323, 80.36 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:07.327, 74.64 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:08.327, 92.93 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:09.330, 74.47 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:10.331, 77.94 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:11.332, 76.85 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:12.335, 81.04 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:13.338, 75.03 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:14.341, 76.19 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:15.342, 84.15 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:16.345, 76.90 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:17.346, 75.51 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:18.347, 78.04 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:19.350, 75.90 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:20.352, 87.88 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:21.354, 63.91 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:22.355, 73.28 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:23.356, 84.83 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:24.359, 74.64 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:25.362, 77.71 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:26.365, 79.68 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:27.368, 79.31 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:28.371, 77.46 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:29.374, 62.26 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:30.375, 63.52 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:31.376, 80.37 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:32.379, 77.83 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:33.381, 63.82 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:34.381, 76.78 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:35.385, 75.15 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:36.385, 72.79 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:37.388, 83.68 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:38.391, 63.04 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:39.392, 80.26 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:40.395, 81.91 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:41.398, 76.49 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:42.400, 73.98 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:43.403, 83.51 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:44.406, 68.44 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:45.407, 74.06 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:46.408, 79.58 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:47.411, 83.84 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:48.414, 86.61 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:49.417, 93.02 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:50.420, 65.73 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:51.420, 93.36 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:52.423, 91.08 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:53.426, 76.37 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:54.429, 75.61 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:55.430, 78.53 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:56.433, 81.72 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:57.436, 75.90 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:58.439, 73.88 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:28:59.442, 77.54 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:29:00.442, 75.22 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:29:01.445, 75.99 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:29:02.449, 78.23 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:29:03.449, 75.73 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:29:04.452, 88.88 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 19:29:05.456, 80.36 W, 1410 MHz, 1107 MHz, 1410 MHz
0, 2023/11/22 19:29:06.457, 75.69 W, 1410 MHz, 1107 MHz, 1410 MHz
0, 2023/11/22 19:29:07.462, 80.18 W, 1410 MHz, 1107 MHz, 1410 MHz
0, 2023/11/22 19:29:08.463, 73.31 W, 1410 MHz, 1107 MHz, 1410 MHz
0, 2023/11/22 19:29:09.464, 76.49 W, 1410 MHz, 1107 MHz, 1410 MHz
0, 2023/11/22 19:29:10.465, 83.08 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:11.466, 87.41 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:12.470, 86.45 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:13.473, 96.88 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:14.476, 99.88 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:15.478, 84.42 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:16.481, 92.78 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:17.484, 87.84 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:18.486, 97.96 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:19.489, 84.23 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:20.490, 81.01 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:21.493, 82.41 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:22.494, 80.09 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:23.496, 78.79 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:24.499, 83.73 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:25.500, 95.74 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:26.503, 88.21 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:27.507, 84.70 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:28.510, 83.84 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:29.512, 85.98 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:30.515, 80.66 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:31.516, 70.97 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:32.517, 91.61 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:33.520, 80.46 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:34.521, 87.63 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:35.523, 78.53 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:36.526, 80.07 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:37.527, 98.04 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:38.530, 84.70 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:39.533, 91.44 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:40.536, 83.55 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:41.537, 79.67 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:42.540, 90.90 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:43.543, 80.45 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:44.544, 94.16 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:45.546, 79.99 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:46.549, 91.78 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:47.552, 82.00 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:48.555, 69.90 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:49.556, 128.25 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:50.559, 83.27 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:51.562, 97.93 W, 1447 MHz, 1107 MHz, 1447 MHz
0, 2023/11/22 19:29:52.564, 109.79 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:29:53.567, 95.14 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:29:54.569, 110.27 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:29:55.572, 92.32 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:29:56.575, 104.67 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:29:57.578, 92.73 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:29:58.581, 91.94 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:29:59.583, 93.59 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:00.586, 91.75 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:01.586, 95.42 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:02.590, 108.76 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:03.592, 93.79 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:04.596, 94.46 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:05.599, 92.51 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:06.600, 92.37 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:07.601, 90.98 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:08.602, 93.31 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:09.603, 94.55 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:10.606, 93.38 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:11.609, 87.88 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:12.612, 77.64 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:13.613, 88.75 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:14.616, 92.99 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:15.617, 110.95 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:16.622, 91.75 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:17.623, 92.31 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:18.624, 88.49 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:19.632, 93.44 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:20.633, 98.12 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:21.637, 95.34 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:22.638, 94.66 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:23.640, 91.08 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:24.643, 97.71 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:25.646, 94.87 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:26.649, 90.08 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:27.650, 101.88 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:28.653, 77.26 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:29.653, 77.05 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:30.654, 94.48 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:31.657, 93.62 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:32.659, 110.21 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:33.662, 93.72 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:34.666, 93.88 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:35.669, 92.51 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:36.670, 111.55 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:37.674, 49.26 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:38.677, 49.07 W, 1522 MHz, 1107 MHz, 1522 MHz
0, 2023/11/22 19:30:39.682, 40.11 W, 1342 MHz, 1107 MHz, 1342 MHz
0, 2023/11/22 19:30:40.687, 46.05 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:41.690, 46.00 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:42.693, 73.07 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:43.694, 77.28 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:44.694, 69.91 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:45.695, 81.02 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:46.696, 70.59 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:47.697, 79.31 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:48.698, 71.95 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:49.700, 80.16 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:50.701, 86.75 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:51.705, 82.50 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:52.706, 79.80 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:53.707, 71.36 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:54.709, 73.10 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:55.710, 70.57 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:56.711, 71.45 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:57.712, 72.54 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:58.712, 82.88 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:30:59.715, 83.06 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:00.720, 75.62 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:01.721, 81.55 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:02.722, 82.40 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:03.727, 82.87 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:04.730, 77.93 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:05.731, 79.07 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:06.731, 83.23 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:07.736, 74.27 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:08.737, 83.27 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:09.740, 81.63 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:10.743, 68.94 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:11.745, 71.27 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:12.748, 71.37 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:13.751, 70.77 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:14.754, 83.76 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:15.757, 82.69 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:16.762, 68.36 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:17.768, 81.91 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:18.773, 69.12 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:19.779, 79.87 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:20.780, 81.33 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:21.783, 81.41 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:22.786, 69.33 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:23.787, 71.15 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:24.791, 79.69 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:25.792, 79.11 W, 1477 MHz, 1107 MHz, 1477 MHz
0, 2023/11/22 19:31:26.793, 63.91 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 19:31:27.796, 63.99 W, 1245 MHz, 1107 MHz, 1245 MHz
0, 2023/11/22 19:31:28.799, 62.08 W, 1245 MHz, 1107 MHz, 1245 MHz
